County_FIPS,D,I,R
19075.0,27.29,0.74,66.74
19077.0,30.42,0.7275,63.72
19079.0,35.77,0.69375,58.63
19081.0,27.2,0.555,68.3
19083.0,32.93,0.615,62.1
19085.0,28.77,0.61125,66.3
19087.0,31.19,0.8375,62.07
19089.0,37.14,0.6125,57.93
19091.0,24.85,0.53375,70.81
19093.0,22.06,0.49375,73.95
19095.0,34.93,0.74375,59.08
19097.0,37.6,0.66125,57.04
19099.0,37.85,0.735,56.22
19101.0,46.26,0.8725,46.71
19103.0,66.02,0.7725,27.75
19105.0,37.74,0.6325,57.11
19107.0,26.03,0.53125,69.67
19109.0,29.73,0.4925,66.27
19111.0,38.97,0.73125,55.13
19113.0,51.0,0.8675,42.02
19115.0,33.23,0.60375,61.9
19117.0,28.76,0.5425,66.86
19119.0,14.47,0.4525,81.88
19121.0,31.28,0.76,62.6
19123.0,24.83,0.57375,70.55
19125.0,31.15,0.80875,62.32
19127.0,43.06,0.6675,51.55
19129.0,27.33,0.78125,66.37
19131.0,35.05,0.69625,59.32
19133.0,27.49,0.45375,68.83
19135.0,27.39,0.5025,68.54
19137.0,26.25,0.6375,68.64
19139.0,43.4,0.8175,50.03
19141.0,17.88,0.5025,78.04
19143.0,17.26,0.455,79.07
19145.0,25.84,0.52125,69.96
19147.0,29.84,0.53,65.87
19149.0,22.04,0.49125,73.97
19151.0,25.11,0.5725,70.26
19153.0,52.39,0.83375,40.89
19155.0,36.33,0.71875,57.88
19157.0,44.07,0.62125,50.92
19159.0,28.05,0.5125,67.8
19161.0,24.6,0.4725,71.57
19163.0,47.48,0.8025,46.04
19165.0,26.29,0.555,69.21
19167.0,12.72,0.64875,82.05
19169.0,51.28,1.20125,39.07
19171.0,36.98,0.68125,57.52
19173.0,25.14,0.5775,70.19
19175.0,33.28,0.705,61.04
19177.0,23.9,0.55875,71.58
19179.0,37.28,0.575,58.08
19181.0,38.53,0.81875,54.88
19183.0,36.38,0.82125,57.0
19185.0,24.61,0.56625,70.83
19187.0,36.5,0.645,58.29
19189.0,33.58,0.78125,60.11
19191.0,46.69,0.7175,47.53
19193.0,37.5,0.63625,57.36
19195.0,36.12,0.73625,57.94
19197.0,31.77,0.56125,63.7
20001.0,26.3,3.205,67.27
20003.0,20.29,3.445,72.81
20005.0,30.43,3.67,62.2
20007.0,12.72,2.395,82.48
20009.0,18.07,2.465,76.98
20011.0,22.06,2.515,72.89
20013.0,21.46,3.135,72.24
20015.0,23.98,3.29,69.42
20017.0,23.32,2.415,71.83
20019.0,12.79,1.54,84.11
20021.0,23.36,2.44,71.75
20023.0,13.34,1.73,83.17
20025.0,12.0,2.64,82.7
20027.0,17.84,3.095,75.95
20029.0,19.42,3.01,74.54
20031.0,18.14,3.185,75.46
20033.0,11.9,2.91,82.26
20035.0,28.23,2.945,65.86
20037.0,35.15,3.28,58.27
20039.0,12.19,2.115,83.56
20041.0,19.75,3.245,73.73
20043.0,17.34,2.685,77.27
20045.0,62.38,3.97,29.66
20047.0,15.9,2.555,78.97
20049.0,12.7,2.02,83.24
20051.0,22.89,2.91,71.27
20053.0,19.61,3.38,73.61
20055.0,30.89,2.92,63.25
20057.0,27.36,2.68,67.25
20059.0,26.54,3.77,65.91
20061.0,36.03,3.11,57.73
20063.0,11.21,1.955,84.86
20065.0,14.62,2.645,80.07
20067.0,18.47,2.79,75.94
20069.0,12.77,2.56,82.09
20071.0,12.98,2.58,81.84
20073.0,17.21,3.215,76.34
20075.0,13.45,2.535,81.46
20077.0,15.43,3.475,77.59
20079.0,34.42,3.54,58.48
20081.0,17.53,2.34,77.76
20083.0,12.32,1.835,83.99
20085.0,25.99,3.05,67.88
20087.0,30.46,3.41,62.71
20089.0,12.13,3.33,81.18
20091.0,45.15,3.485,47.86
20093.0,16.9,1.995,79.09
20095.0,18.1,2.74,76.4
20097.0,10.85,2.78,83.57
20099.0,28.21,2.855,66.06
20101.0,12.51,2.585,82.31
20103.0,33.91,3.745,58.58
20105.0,14.77,2.275,80.66
20107.0,16.84,2.11,78.92
20109.0,11.05,2.775,83.38
20111.0,37.93,3.975,54.09
20113.0,25.58,3.42,67.56
20115.0,21.53,3.29,71.87
20117.0,23.15,2.925,70.99
20119.0,12.29,2.355,82.98
20121.0,26.84,3.135,66.87
20123.0,16.6,2.455,78.47
20125.0,21.99,2.575,72.83
20127.0,22.81,3.735,69.7
20129.0,12.5,1.935,83.62
20131.0,14.2,2.435,80.91
20133.0,23.8,2.815,70.55
20135.0,11.14,2.05,84.73
20137.0,12.64,2.39,82.55
20139.0,25.09,3.265,68.36
20141.0,13.17,2.42,81.97
20143.0,14.79,3.15,78.89
20145.0,21.79,3.125,71.94
20147.0,11.33,2.2,84.25
20149.0,21.15,3.455,71.92
20151.0,20.2,2.795,74.19
20153.0,11.04,2.725,83.49
20155.0,28.44,3.575,64.39
20157.0,14.89,2.435,80.23
20159.0,18.72,3.46,74.34
20161.0,43.42,4.305,47.94
20163.0,11.48,2.22,84.06
20165.0,15.4,2.37,79.85
20167.0,14.42,2.375,80.81
20169.0,28.68,4.13,63.03
20171.0,10.74,2.195,84.85
20173.0,36.91,3.515,56.05
20175.0,31.43,2.385,63.77
20177.0,45.17,3.41,47.99
20179.0,9.25,1.835,87.07
20181.0,13.4,3.03,80.52
20183.0,14.64,2.08,81.18
20185.0,16.08,2.545,78.82
20187.0,17.78,2.015,78.16
20189.0,11.6,1.99,84.4
20191.0,21.47,3.21,72.08
20193.0,13.4,2.635,81.3
20195.0,13.22,1.88,83.0
20197.0,23.14,3.125,70.59
20199.0,5.77,1.47,91.27
20201.0,14.12,3.04,79.79
20203.0,14.88,1.6,81.9
20205.0,15.79,2.65,78.89
20207.0,19.01,3.06,74.85
20209.0,61.82,2.735,32.69
21001.0,16.07,0.8175,80.63
21003.0,16.67,0.845,79.91
21005.0,23.06,1.1875,72.17
21007.0,19.89,0.75,77.07
21009.0,23.12,0.9775,72.94
21011.0,29.69,0.76,67.24
21013.0,17.69,0.6,79.89
21015.0,26.1,1.5,67.88
21017.0,31.73,1.2325,63.32
21019.0,29.43,1.025,66.44
21021.0,33.08,1.1875,62.14
21023.0,19.98,0.7825,76.86
21025.0,26.8,0.9,69.59
21027.0,22.34,0.9275,73.92
21029.0,22.89,1.0975,72.69
21031.0,16.98,0.895,79.41
21033.0,21.08,0.8675,75.43
21035.0,29.59,1.4425,64.61
21037.0,34.49,1.6325,58.95
21039.0,16.6,0.7175,80.5
21041.0,28.69,1.04,67.13
21043.0,22.15,0.995,73.84
21045.0,11.91,0.7325,85.13
21047.0,32.54,0.8875,63.88
21049.0,29.04,1.2075,66.1
21051.0,11.11,0.5575,86.63
21053.0,12.27,0.565,85.44
21055.0,15.28,0.8025,81.49
21057.0,14.97,0.85,81.6
21059.0,30.93,1.475,63.14
21061.0,18.67,0.6,78.89
21063.0,25.91,1.0025,70.05
21065.0,19.98,0.9025,76.39
21067.0,51.21,1.75,41.75
21069.0,21.54,0.7425,75.46
21071.0,24.27,0.7975,72.5
21073.0,44.91,1.38,49.53
21075.0,32.49,0.615,65.02
21077.0,22.44,1.0775,73.2
21079.0,19.07,0.855,77.49
21081.0,19.98,0.985,76.05
21083.0,19.93,0.92,76.36
21085.0,18.53,0.925,77.74
21087.0,15.6,0.6,81.98
21089.0,25.47,0.8875,70.95
21091.0,28.97,1.515,64.94
21093.0,32.32,1.285,62.51
21095.0,12.75,0.5925,84.86
21097.0,26.1,1.005,69.85
21099.0,23.81,0.7275,73.24
21101.0,34.03,1.06,61.7
21103.0,25.58,1.3025,69.19
21105.0,20.81,0.5875,76.81
21107.0,21.18,0.92,75.1
21109.0,8.76,0.5825,88.89
21111.0,54.06,1.295,40.73
21113.0,26.36,1.805,66.39
21115.0,13.05,0.7225,84.02
21117.0,33.65,1.6525,59.7
21119.0,21.6,0.6925,75.6
21121.0,14.66,0.7575,82.29
21123.0,20.07,1.1325,75.37
21125.0,13.85,0.7925,82.95
21127.0,17.29,0.745,79.7
21129.0,16.64,0.67,80.65
21131.0,8.9,0.425,89.38
21133.0,16.88,0.8125,79.84
21135.0,14.81,0.705,82.35
21137.0,19.5,0.9325,76.74
21139.0,19.1,0.9975,76.88
21141.0,25.27,0.835,71.36
21143.0,26.38,0.795,70.41
21145.0,29.18,1.105,66.38
21147.0,11.49,0.4275,86.77
21149.0,21.63,1.075,74.04
21151.0,31.58,1.4075,62.75
21153.0,22.9,0.5825,74.74
21155.0,33.03,0.945,63.16
21157.0,22.0,1.035,73.83
21159.0,9.18,0.545,88.61
21161.0,27.3,1.04,68.51
21163.0,24.74,1.105,70.81
21165.0,25.17,0.625,72.3
21167.0,22.62,1.055,73.12
21169.0,21.13,0.8175,75.57
21171.0,12.04,0.56,85.71
21173.0,27.59,0.935,68.64
21175.0,21.09,0.71,76.05
21177.0,25.06,0.74,71.95
21179.0,30.97,1.09,64.65
21181.0,27.71,0.8375,68.9
21183.0,20.0,0.9,76.38
21185.0,31.25,1.605,62.3
21187.0,21.24,0.96,74.91
21189.0,14.55,0.41,83.79
21191.0,19.37,0.9875,76.64
21193.0,20.2,0.65,77.16
21195.0,17.35,0.635,80.08
21197.0,25.66,0.865,70.86
21199.0,15.01,0.82,81.68
21201.0,21.91,0.785,74.92
21203.0,13.68,0.6075,83.86
21205.0,37.26,1.05,58.51
21207.0,13.37,0.6625,83.96
21209.0,31.9,1.455,62.25
21211.0,30.5,1.3325,64.14
21213.0,28.47,1.0175,67.43
21215.0,20.19,1.0375,75.64
21217.0,22.58,0.9475,73.6
21219.0,21.82,0.625,75.65
21221.0,23.52,0.8475,73.06
21223.0,23.2,0.905,73.15
21225.0,21.42,0.7175,75.68
21227.0,35.02,1.44,59.19
21229.0,25.22,0.87,71.27
21231.0,17.9,0.59,79.71
21233.0,21.36,0.7175,75.74
21235.0,15.01,0.7,82.15
21237.0,28.57,0.735,68.46
21239.0,36.56,1.665,56.76
22001.0,20.6,1.1,77.3
22003.0,22.8,1.5,74.3
22005.0,30.1,1.9,66.1
22007.0,36.1,1.2,61.6
22009.0,30.4,1.2,67.3
22011.0,15.9,1.45,81.2
22013.0,44.7,0.85,53.6
22015.0,25.4,1.75,71.2
22017.0,50.5,1.6,46.3
22019.0,31.4,1.95,64.7
22021.0,16.8,0.9,81.5
22023.0,8.7,1.55,88.2
22025.0,27.2,0.55,71.6
22027.0,42.3,0.9,55.8
22029.0,36.9,0.7,61.7
22031.0,38.3,1.0,59.8
22033.0,52.3,2.3,43.1
22035.0,62.5,0.7,36.0
22037.0,42.2,1.2,55.5
22039.0,28.3,1.05,69.6
22041.0,27.4,0.8,71.1
22043.0,13.4,1.35,84.0
22045.0,33.0,1.3,64.4
22047.0,51.9,1.25,45.6
22049.0,28.7,1.05,69.3
22051.0,40.5,2.1,55.3
22053.0,21.6,1.45,75.5
22055.0,31.0,2.2,64.6
22057.0,20.2,1.55,76.7
22059.0,9.2,0.95,88.8
22061.0,38.1,2.15,57.7
22063.0,12.0,1.7,84.6
22065.0,58.0,0.65,40.7
22067.0,43.5,0.8,54.9
22069.0,43.0,1.55,54.0
22071.0,80.8,2.25,14.7
22073.0,35.9,1.35,61.4
22075.0,31.7,1.55,65.3
22077.0,40.5,0.9,57.7
22079.0,32.2,1.5,64.8
22081.0,43.8,1.05,54.1
22083.0,32.9,0.8,65.5
22085.0,17.4,1.05,80.5
22087.0,31.4,2.0,64.7
22089.0,32.7,1.9,63.5
22091.0,56.2,0.95,41.9
22093.0,53.1,0.9,45.1
22095.0,61.0,1.25,36.5
22097.0,43.1,1.0,55.0
22099.0,32.1,1.2,65.5
22101.0,35.2,1.0,62.8
22103.0,22.3,2.3,73.1
22105.0,32.2,1.55,64.8
22107.0,52.3,0.65,46.4
22109.0,24.3,1.55,72.7
22111.0,24.7,1.05,73.2
22113.0,18.9,1.4,78.3
22115.0,16.0,1.5,81.0
22117.0,30.6,1.05,67.4
22119.0,34.5,0.95,63.6
22121.0,42.3,1.55,54.5
22123.0,15.0,0.75,83.4
22125.0,38.8,1.35,58.5
22127.0,25.8,0.9,72.3
23001.0,41.5,3.75,50.9
23003.0,38.3,3.1,55.5
23005.0,60.1,3.1,33.7
23007.0,42.7,4.5,48.2
23009.0,50.4,3.45,42.8
23011.0,44.4,3.75,48.1
23013.0,54.0,3.1,39.7
23015.0,47.8,3.4,45.4
23017.0,39.1,4.35,52.1
23019.0,40.9,3.65,51.9
23021.0,33.9,3.55,59.1
23023.0,49.4,3.75,43.1
23025.0,35.0,3.6,57.8
23027.0,46.1,4.0,45.9
23029.0,38.4,3.55,54.6
23031.0,49.0,3.4,44.2
24001.0,23.97,1.995,72.02
24003.0,47.77,2.54,47.13
24005.0,56.54,2.17,39.1
24009.0,38.36,2.41,56.8
24011.0,28.21,2.015,67.75
24013.0,28.64,2.925,65.49
24015.0,29.9,2.45,65.18
24017.0,63.55,1.55,33.33
24019.0,40.58,1.42,56.56
24021.0,45.13,2.865,49.12
24023.0,17.45,1.795,78.95
24025.0,35.26,2.475,59.77
24027.0,64.07,2.66,30.59
24029.0,45.58,2.125,50.16
24031.0,75.86,1.9,20.32
24033.0,89.32,1.155,8.34
24035.0,29.69,2.24,65.81
24037.0,34.94,2.76,59.52
24039.0,39.73,1.3,57.66
24041.0,41.98,2.045,53.91
24043.0,31.6,2.215,63.95
24045.0,42.16,2.015,53.79
24047.0,34.34,1.71,62.21
25001.0,54.0,2.7,40.6
25003.0,67.5,3.25,26.0
25005.0,51.9,2.8,42.6
25007.0,72.9,2.75,21.6
25009.0,58.5,2.75,36.0
25011.0,64.2,4.35,27.2
25013.0,55.1,2.9,39.1
25015.0,66.3,3.4,26.8
25017.0,66.3,2.75,28.2
25019.0,64.7,2.9,29.5
25021.0,61.2,2.7,33.3
25023.0,50.7,2.95,43.4
25025.0,79.5,2.0,16.5
25027.0,51.7,3.5,41.2
26001.0,28.03,0.9925,67.98
26003.0,36.84,1.465,57.27
26005.0,32.51,1.5375,61.3
26007.0,33.2,1.2225,61.88
26009.0,32.77,1.2025,62.4
26011.0,30.01,1.725,63.08
26013.0,33.16,1.23,61.9
26015.0,30.09,1.615,63.42
26017.0,40.88,1.395,53.51
26019.0,40.19,1.3975,54.19
26021.0,41.03,1.295,53.76
26023.0,28.74,1.0925,66.85
26025.0,41.08,1.3325,53.56
26027.0,31.23,1.885,61.19
26029.0,35.26,1.295,59.54
26031.0,31.52,1.2125,63.6
26033.0,34.84,1.5125,59.09
26035.0,31.75,1.1675,63.55
26037.0,40.65,1.4975,53.33
26039.0,30.87,1.3425,63.72
26041.0,34.82,1.245,60.17
26043.0,29.85,1.2075,65.29
26045.0,44.05,1.5875,49.57
26047.0,37.13,1.575,56.54
26049.0,52.38,1.17,42.91
26051.0,30.42,1.1075,65.13
26053.0,39.99,1.2575,54.95
26055.0,40.73,1.4925,53.26
26057.0,34.45,1.3625,60.07
26059.0,24.13,1.2375,70.89
26061.0,38.52,1.805,54.24
26063.0,28.89,1.0025,67.06
26065.0,60.88,1.4675,33.22
26067.0,31.12,1.6875,62.1
26069.0,32.54,1.2325,62.5
26071.0,33.9,0.9725,62.18
26073.0,44.99,1.575,48.68
26075.0,37.07,1.425,57.2
26077.0,53.3,1.54,40.51
26079.0,25.54,1.195,69.65
26081.0,45.24,1.605,48.3
26083.0,36.87,1.53,56.96
26085.0,36.39,1.075,59.29
26087.0,28.21,1.3025,66.56
26089.0,45.9,1.255,49.05
26091.0,36.49,1.475,57.58
26093.0,32.56,1.3075,62.19
26095.0,26.43,1.3425,68.16
26097.0,34.24,1.0725,61.43
26099.0,42.08,1.065,53.63
26101.0,39.52,1.39,54.88
26103.0,48.76,1.675,44.52
26105.0,36.02,1.4825,58.02
26107.0,33.97,1.4775,60.09
26109.0,32.87,1.2075,62.27
26111.0,36.94,1.6725,56.34
26113.0,21.43,1.195,73.77
26115.0,36.24,1.3375,58.37
26117.0,29.65,1.6625,63.66
26119.0,25.67,1.11,69.84
26121.0,47.51,1.4575,46.63
26123.0,27.48,1.345,67.12
26125.0,51.71,1.17,43.59
26127.0,33.37,1.47,60.72
26129.0,29.17,1.2675,65.73
26131.0,34.35,1.28,60.49
26133.0,25.52,1.3075,69.22
26135.0,25.7,1.0725,69.99
26137.0,28.38,1.405,65.97
26139.0,31.82,1.4875,62.2
26141.0,33.26,1.1375,62.17
26143.0,32.88,1.16,62.45
26145.0,47.12,1.145,48.26
26147.0,31.48,1.4,62.91
26149.0,31.68,1.4175,62.63
26151.0,25.32,1.1975,69.87
26153.0,32.98,1.355,61.57
26155.0,36.85,1.6575,56.49
26157.0,28.64,1.185,66.6
26159.0,39.91,1.55,53.86
26161.0,68.38,1.1775,26.88
26163.0,66.81,0.9225,29.48
26165.0,29.03,1.3725,65.44
27001.0,34.12,0.827142857143,60.05
27003.0,41.01,1.17714285714,50.7
27005.0,30.47,0.834285714286,63.66
27007.0,40.75,1.23142857143,50.58
27009.0,28.32,1.0,64.64
27011.0,33.74,1.04714285714,58.88
27013.0,43.38,1.35142857143,47.11
27015.0,27.54,1.24142857143,63.73
27017.0,46.84,1.13428571429,45.18
27019.0,39.03,1.17142857143,52.73
27021.0,31.15,0.852857142857,62.83
27023.0,31.99,1.01285714286,60.88
27025.0,30.92,1.08428571429,61.45
27027.0,44.57,1.26285714286,46.54
27029.0,26.03,0.671428571429,69.23
27031.0,56.9,1.23571428571,34.4
27033.0,29.45,0.847142857143,64.57
27035.0,30.87,0.92,62.66
27037.0,48.21,1.17,43.56
27039.0,29.36,1.25714285714,61.78
27041.0,28.79,0.94,64.58
27043.0,29.27,1.05142857143,63.34
27045.0,35.27,1.07857142857,57.13
27047.0,37.92,0.962857142857,55.29
27049.0,36.98,1.14285714286,54.98
27051.0,31.97,1.17714285714,59.74
27053.0,63.82,1.09142857143,28.5
27055.0,39.41,1.01857142857,53.4
27057.0,30.04,0.9,63.63
27059.0,27.09,1.07857142857,65.31
27061.0,38.11,1.03142857143,54.63
27063.0,27.36,0.915714285714,66.18
27065.0,28.64,0.994285714286,64.36
27067.0,33.56,1.05,59.05
27069.0,34.82,1.15142857143,57.08
27071.0,36.52,0.984285714286,56.53
27073.0,33.92,0.891428571429,59.81
27075.0,47.54,1.01714285714,45.3
27077.0,24.79,0.871428571429,69.05
27079.0,31.09,1.01571428571,61.76
27081.0,28.64,1.00428571429,64.29
27083.0,31.53,1.22857142857,59.82
27085.0,26.64,1.18142857143,65.05
27087.0,44.84,1.05,47.78
27089.0,25.55,1.07142857143,66.91
27091.0,26.1,0.914285714286,67.45
27093.0,26.16,1.05428571429,66.42
27095.0,28.64,0.988571428571,64.41
27097.0,20.74,0.788571428571,73.71
27099.0,42.32,1.06428571429,50.18
27101.0,27.89,1.14571428571,64.06
27103.0,44.02,1.26428571429,47.09
27105.0,31.8,0.925714285714,61.67
27107.0,39.1,1.18428571429,52.56
27109.0,45.74,1.32,44.99
27111.0,28.92,0.881428571429,64.85
27113.0,32.16,1.11714285714,59.96
27115.0,33.36,0.991428571429,59.66
27117.0,23.58,0.935714285714,69.84
27119.0,32.05,0.972857142857,61.08
27121.0,33.46,0.892857142857,60.26
27123.0,65.73,1.13142857143,26.29
27125.0,28.86,1.44571428571,60.98
27127.0,24.94,1.01857142857,67.89
27129.0,27.99,1.04571428571,64.65
27131.0,44.81,1.03571428571,47.89
27133.0,28.56,1.01571428571,64.3
27135.0,23.89,0.841428571429,70.18
27137.0,51.92,1.13285714286,40.11
27139.0,38.31,1.13714285714,53.7
27141.0,27.74,1.06428571429,64.76
27143.0,25.28,1.06571428571,67.2
27145.0,32.37,1.04142857143,60.28
27147.0,32.76,1.19714285714,58.81
27149.0,39.55,1.15285714286,52.33
27151.0,33.79,0.937142857143,59.62
27153.0,23.3,0.804285714286,71.03
27155.0,35.23,0.872857142857,58.62
27157.0,32.86,1.09857142857,59.41
27159.0,24.42,0.767142857143,70.16
27161.0,29.62,1.15,62.29
27163.0,46.96,1.12857142857,45.1
27165.0,36.49,1.11428571429,55.68
27167.0,27.23,1.11571428571,64.92
27169.0,43.96,1.30142857143,46.88
27171.0,29.4,1.14142857143,62.57
27173.0,29.01,0.94,64.38
28001.0,56.7,0.28,42.0
28003.0,18.2,0.38,79.9
28005.0,38.2,0.18,60.9
28007.0,39.3,0.28,59.2
28009.0,42.9,0.2,56.1
28011.0,65.5,0.26,33.1
28013.0,29.7,0.32,68.8
28015.0,30.1,0.18,69.0
28017.0,46.2,0.3,52.3
28019.0,29.8,0.28,68.7
28021.0,85.4,0.12,14.0
28023.0,33.1,0.18,66.0
28025.0,57.2,0.26,41.5
28027.0,71.6,0.22,27.2
28029.0,52.1,0.2,46.8
28031.0,37.2,0.2,61.7
28033.0,31.1,0.6,65.8
28035.0,41.3,0.62,55.5
28037.0,34.9,0.28,63.6
28039.0,10.3,0.34,88.0
28041.0,18.0,0.24,80.9
28043.0,42.0,0.24,56.9
28045.0,19.0,0.58,78.3
28047.0,33.3,0.54,64.0
28049.0,70.9,0.36,27.2
28051.0,82.6,0.22,16.3
28053.0,73.7,0.14,25.7
28055.0,56.5,0.16,42.6
28057.0,11.4,0.34,87.0
28059.0,28.8,0.52,68.6
28061.0,51.6,0.18,47.6
28063.0,86.5,0.16,12.7
28065.0,59.6,0.14,39.5
28067.0,27.4,0.3,71.1
28069.0,60.9,0.14,38.3
28071.0,40.6,0.8,55.4
28073.0,20.9,0.52,76.5
28075.0,37.7,0.32,60.7
28077.0,34.5,0.22,64.3
28079.0,42.4,0.2,56.6
28081.0,30.1,0.38,67.9
28083.0,69.8,0.3,28.8
28085.0,29.3,0.26,69.4
28087.0,45.9,0.38,52.2
28089.0,40.8,0.52,56.8
28091.0,31.2,0.3,67.3
28093.0,54.0,0.32,44.4
28095.0,34.8,0.24,64.0
28097.0,42.6,0.24,56.1
28099.0,25.6,0.3,72.9
28101.0,29.7,0.28,69.0
28103.0,78.2,0.1,21.3
28105.0,48.6,0.78,47.5
28107.0,49.1,0.24,49.6
28109.0,15.5,0.48,82.2
28111.0,22.5,0.3,76.1
28113.0,48.8,0.34,49.6
28115.0,18.0,0.44,79.9
28117.0,20.9,0.32,77.5
28119.0,68.7,0.32,29.8
28121.0,22.4,0.44,75.2
28123.0,40.5,0.28,58.2
28125.0,67.0,0.18,32.1
28127.0,33.9,0.26,64.8
28129.0,21.1,0.22,77.8
28131.0,22.0,0.46,75.5
28133.0,69.7,0.18,29.4
28135.0,56.8,0.24,41.9
28137.0,33.4,0.38,64.8
28139.0,19.8,0.34,78.6
28141.0,11.9,0.5,85.6
28143.0,74.4,0.24,24.3
28145.0,17.3,0.42,80.5
28147.0,41.9,0.2,57.1
28149.0,46.6,0.4,51.5
28151.0,67.6,0.26,31.2
28153.0,36.6,0.18,62.5
28155.0,19.9,0.28,78.6
28157.0,67.7,0.22,31.3
28159.0,43.1,0.28,55.6
28161.0,42.5,0.4,55.6
28163.0,52.8,0.22,46.2
29001.0,34.47,2.04666666667,59.37
29003.0,22.37,1.56333333333,72.92
29005.0,19.86,1.5,75.61
29007.0,25.56,1.63666666667,69.51
29009.0,18.55,1.06333333333,78.24
29011.0,13.4,1.00333333333,83.58
29013.0,20.15,1.67333333333,74.8
29015.0,21.11,1.20666666667,75.25
29017.0,12.43,0.803333333333,85.14
29019.0,49.29,2.43333333333,43.38
29021.0,33.77,2.09333333333,59.93
29023.0,17.61,1.05666666667,79.19
29025.0,19.42,1.86,74.98
29027.0,26.07,1.89,68.23
29029.0,21.21,1.13,75.38
29031.0,22.96,1.32,73.05
29033.0,17.08,1.03333333333,79.79
29035.0,15.34,0.97,81.73
29037.0,29.21,1.89666666667,65.08
29039.0,16.08,1.31666666667,79.94
29041.0,22.41,1.05333333333,74.4
29043.0,20.54,1.56333333333,74.74
29045.0,21.83,1.34333333333,74.12
29047.0,41.36,2.04666666667,52.48
29049.0,25.22,1.84666666667,69.21
29051.0,29.27,1.55333333333,66.04
29053.0,24.22,1.75333333333,70.49
29055.0,18.38,1.24333333333,77.86
29057.0,16.12,1.09,80.58
29059.0,17.08,1.22,79.23
29061.0,19.78,1.76333333333,74.89
29063.0,17.95,1.63666666667,77.12
29065.0,14.42,0.983333333333,82.6
29067.0,14.76,0.966666666667,82.32
29069.0,22.31,0.59,75.9
29071.0,24.65,1.52,70.77
29073.0,20.4,1.13666666667,76.16
29075.0,19.94,1.36,75.96
29077.0,33.22,2.04,60.64
29079.0,17.67,1.28666666667,78.45
29081.0,15.58,1.29,80.52
29083.0,23.9,1.43666666667,71.76
29085.0,21.53,1.13666666667,75.02
29087.0,14.73,1.07666666667,82.02
29089.0,26.36,2.02,67.55
29091.0,16.53,1.23666666667,79.74
29093.0,21.9,1.2,74.48
29095.0,55.67,1.76,39.03
29097.0,21.92,1.76333333333,72.76
29099.0,29.76,1.71,65.08
29101.0,28.09,2.30333333333,64.97
29103.0,20.29,1.33333333333,75.68
29105.0,15.93,1.21,80.41
29107.0,25.58,1.66333333333,69.4
29109.0,17.38,1.38,78.46
29111.0,20.95,1.31333333333,75.08
29113.0,22.37,1.58666666667,72.86
29115.0,22.23,1.48333333333,73.29
29117.0,19.74,1.37,76.13
29119.0,16.14,1.23,80.15
29121.0,20.02,1.17,76.44
29123.0,18.89,1.32,77.13
29125.0,17.65,1.07,79.12
29127.0,23.19,1.26,72.99
29129.0,12.42,0.706666666667,85.45
29131.0,15.33,1.1,81.34
29133.0,28.22,0.686666666667,69.69
29135.0,18.16,1.11,78.49
29137.0,20.56,1.08,76.17
29139.0,20.61,1.11333333333,76.03
29141.0,20.05,1.09,76.65
29143.0,26.29,0.67,71.68
29145.0,18.81,1.21666666667,77.51
29147.0,26.79,1.87,67.58
29149.0,18.54,0.933333333333,78.64
29151.0,14.1,1.10333333333,82.57
29153.0,16.08,1.01666666667,80.84
29155.0,32.29,0.63,65.79
29157.0,17.4,1.16,79.09
29159.0,23.95,1.71666666667,70.88
29161.0,25.73,1.87,68.64
29163.0,24.48,1.33,71.51
29165.0,40.55,1.96,53.54
29167.0,19.18,1.56333333333,76.11
29169.0,21.7,1.61666666667,73.42
29171.0,15.02,0.763333333333,82.66
29173.0,21.61,1.0,75.37
29175.0,22.14,1.60333333333,73.03
29177.0,28.5,1.97666666667,65.55
29179.0,17.81,0.983333333333,79.22
29181.0,15.04,1.01,81.91
29183.0,34.19,1.73,60.59
29185.0,20.21,1.38333333333,75.61
29186.0,30.02,1.66666666667,64.96
29187.0,25.28,1.34333333333,70.67
29189.0,55.78,1.55,39.53
29195.0,30.14,1.73,64.65
29197.0,18.31,1.27333333333,77.85
29199.0,18.54,1.31666666667,77.48
29201.0,20.72,0.963333333333,76.36
29203.0,19.87,1.37666666667,75.97
29205.0,18.63,1.24666666667,77.61
29207.0,14.1,0.816666666667,83.42
29209.0,17.45,1.00666666667,79.5
29211.0,21.17,0.99,75.84
29213.0,18.66,1.12333333333,77.95
29215.0,15.8,1.01,81.16
29217.0,19.89,1.33333333333,76.09
29219.0,24.83,1.56333333333,70.46
29221.0,20.75,1.09333333333,75.94
29223.0,16.48,0.876666666667,80.86
29225.0,19.01,1.36666666667,76.86
29227.0,18.64,1.36333333333,77.24
29229.0,14.41,0.89,82.89
30001.0,23.75,2.38,69.08
30003.0,49.44,2.18333333333,43.97
30005.0,44.87,2.5,47.59
30007.0,18.24,2.22,75.08
30009.0,30.72,2.14333333333,62.82
30011.0,8.99,1.32333333333,87.01
30013.0,35.53,2.47666666667,57.02
30015.0,28.24,2.26666666667,64.93
30017.0,22.71,2.25666666667,70.5
30019.0,17.54,1.96,76.57
30021.0,18.26,1.7,76.62
30023.0,48.95,2.97,42.11
30025.0,10.43,1.03333333333,86.44
30027.0,20.63,2.09666666667,73.05
30029.0,28.61,2.11,65.03
30031.0,45.62,3.24,44.63
