ma,District 9,Unr,25,Anna Grace Raduc,1.39,5261
md,District 1,R,24,Andy Harris,67.76,229135
md,District 1,D,24,Joe Werner,28.03,94776
md,District 1,Lib,24,Matt Beers,4.2,14207
md,District 2,D,24,Dutch Ruppersberger,62.22,172324
md,District 2,R,24,Pat McDonough,33.25,92099
md,District 2,Lib,24,Kristin Kasprzak,4.52,12530
md,District 3,D,24,John Sarbanes,62.81,194362
md,District 3,R,24,Mark Plaster,34.46,106627
md,District 3,Grn,24,Nnabu Eze,2.72,8430
md,District 4,D,24,Anthony Brown,74.09,218215
md,District 4,R,24,George McDermott,21.61,63674
md,District 4,Grn,24,Kamesha Clark,2.49,7357
md,District 4,Lib,24,Benjamin Krause,1.79,5274
md,District 5,D,24,Steny Hoyer,67.26,223582
md,District 5,R,24,Mark Arness,29.71,98768
md,District 5,Lib,24,Jason Summers,3.01,10033
md,District 6,D,24,John Delaney,55.36,167229
md,District 6,R,24,Amie Hoeber,40.92,123611
md,District 6,Lib,24,David Howser,2.05,6216
md,District 6,Grn,24,George Gluck,1.65,4997
md,District 7,D,24,Elijah Cummings,75.09,211962
md,District 7,R,24,Corrogan Vaughn,21.91,61854
md,District 7,Grn,24,Myles Hoenig,2.98,8428
md,District 8,D,24,Jamie Raskin,59.3,191671
md,District 8,R,24,Dan Cox,35.64,115200
md,District 8,Grn,24,Nancy Wallace,3.02,9761
md,District 8,Lib,24,Jasen Wunder,2.02,6540
me,District 1,D,23,Chellie Pingree,57.87,225428
me,District 1,R,23,Mark Holbrook,42.12,164048
me,District 2,R,23,Bruce Poliquin,54.91,192285
me,District 2,D,23,Emily Cain,45.08,157862
mi,District 1,R,26,Jack Bergman,55.31,201153
mi,District 1,D,26,Lon Johnson,39.68,144319
mi,District 1,Lib,26,Diane Bostow,3.68,13385
mi,District 1,Grn,26,Ellis Boal,1.31,4773
mi,District 2,R,26,Bill Huizenga,62.74,213095
mi,District 2,D,26,Dennis Murphy,32.41,110077
mi,District 2,Lib,26,Erwin Haas,2.4,8166
mi,District 2,UST,26,Ronald Graeser,0.85,2898
mi,District 2,Grn,26,Matthew Brady,1.57,5362
mi,District 3,R,26,Justin Amash,59.44,203069
mi,District 3,D,26,Douglas Smith,37.51,128159
mi,District 3,UST,26,Ted Gerrard,3.03,10374
mi,District 4,R,26,John Moolenaar,61.62,194569
mi,District 4,D,26,Debra Wirth,32.07,101275
mi,District 4,Lib,26,Leonard Schwartz,2.69,8514
mi,District 4,UST,26,George Zimmer,1.77,5595
mi,District 4,Grn,26,Jordan Salvi,1.25,3953
mi,District 4,NLP,26,Keith Butkovich,0.58,1838
mi,District 5,D,26,Daniel Kildee,61.17,195076
mi,District 5,R,26,Al Hardwick,35.09,111908
mi,District 5,Lib,26,Steve Sluka,2.19,6999
mi,District 5,Grn,26,Harley Mikkelson,1.53,4894
mi,District 6,R,26,Fred Upton,58.62,192862
mi,District 6,D,26,Paul Clements,36.43,119871
mi,District 6,Lib,26,Lorence Wenke,4.93,16239
mi,District 7,R,26,Tim Walberg,55.01,183549
mi,District 7,D,26,Gretchen Driskell,40.07,133697
mi,District 7,Lib,26,Ken Proctor,4.91,16402
mi,District 8,R,26,Mike Bishop,56.03,205617
mi,District 8,D,26,Suzanna Shkreli,39.18,143775
mi,District 8,Lib,26,Jeff Wood,2.62,9615
mi,District 8,Grn,26,Maria Green,1.54,5677
mi,District 8,NLP,26,Jeremy Burgess,0.61,2250
mi,District 9,D,26,Sander Levin,57.91,199620
mi,District 9,R,26,Christopher Morse,37.39,128907
mi,District 9,Lib,26,Matthew Orlando,2.77,9562
mi,District 9,Grn,26,John McDermott,1.91,6612
mi,District 10,R,26,Paul Mitchell,63.03,214164
mi,District 10,D,26,Frank Accavitti,32.34,109875
mi,District 10,Lib,26,Lisa Gioia,3.11,10582
mi,District 10,Grn,26,Benjamin Nofs,1.5,5113
mi,District 11,R,26,Dave Trott,52.93,200787
mi,District 11,D,26,Anil Kumar,40.17,152359
mi,District 11,I,26,Kerry Bentivolio,4.37,16597
mi,District 11,Lib,26,Jonathan Osment,2.51,9535
mi,District 12,D,26,Debbie Dingell,64.35,210922
mi,District 12,R,26,Jeff Jones,29.23,95823
mi,District 12,Lib,26,Tom Bagwell,2.28,7478
mi,District 12,Grn,26,Dylan Calewarts,1.33,4370
mi,District 12,WCP,26,Gary Walkowicz,2.79,9177
mi,District 13,D,26,John Conyers,77.01,197173
mi,District 13,R,26,Jeff Gorman,15.81,40483
mi,District 13,Lib,26,Tiffany Hayden,3.74,9600
mi,District 13,WCP,26,Sam Johnson,3.42,8778
mi,District 14,D,26,Brenda Lawrence,78.5,244220
mi,District 14,R,26,Howard Klausner,18.68,58111
mi,District 14,Lib,26,Gregory Creswell,1.57,4898
mi,District 14,Grn,26,Marcia Squier,1.23,3851
mn,District 1,R,27,Jim Hagedorn,49.62,166527
mn,District 1,D,27,Tim Walz,50.37,169076
mn,District 2,R,27,Jason Lewis,47.04,174030
mn,District 2,D,27,Angie Craig,45.16,167071
mn,District 2,Inp,27,Paula Overby,7.79,28845
mn,District 3,R,27,Erik Paulsen,56.86,223075
mn,District 3,D,27,Terri Bonoff,43.13,169238
mn,District 4,D,27,Betty McCollum,57.78,202558
