State,County,Party,St_FIPS,County_FIPS,Candidate,Percentage,Votes
mo,Butler,Constitution,29,29023,Wells,0%,76
mo,Caldwell,R,29,29025,Blunt,56%,2419
mo,Caldwell,Democratic,29,29025,McCaskill,42%,1796
mo,Caldwell,Libertarian,29,29025,Swenson,1%,53
mo,Caldwell,Constitution,29,29025,Wells,1%,21
mo,Callaway,R,29,29027,Blunt,57%,10153
mo,Callaway,Democratic,29,29027,McCaskill,42%,7373
mo,Callaway,Libertarian,29,29027,Swenson,1%,140
mo,Callaway,Constitution,29,29027,Wells,0%,61
mo,Camden,R,29,29029,Blunt,61%,11956
mo,Camden,Democratic,29,29029,McCaskill,38%,7401
mo,Camden,Libertarian,29,29029,Swenson,1%,134
mo,Camden,Constitution,29,29029,Wells,0%,50
mo,Cape Girardeau,R,29,29031,Blunt,65%,22433
mo,Cape Girardeau,Democratic,29,29031,McCaskill,34%,11511
mo,Cape Girardeau,Libertarian,29,29031,Swenson,1%,310
mo,Cape Girardeau,Constitution,29,29031,Wells,0%,119
mo,Carroll,R,29,29033,Blunt,60%,2828
mo,Carroll,Democratic,29,29033,McCaskill,39%,1830
mo,Carroll,Libertarian,29,29033,Swenson,1%,28
mo,Carroll,Constitution,29,29033,Wells,0%,17
mo,Carter,R,29,29035,Blunt,60%,1563
mo,Carter,Democratic,29,29035,McCaskill,39%,1022
mo,Carter,Constitution,29,29035,Wells,1%,16
mo,Carter,Libertarian,29,29035,Swenson,0%,12
mo,Cass,R,29,29037,Blunt,54%,23538
mo,Cass,Democratic,29,29037,McCaskill,45%,19772
mo,Cass,Libertarian,29,29037,Swenson,1%,441
mo,Cass,Constitution,29,29037,Wells,0%,217
mo,Cedar,R,29,29039,Blunt,66%,4096
mo,Cedar,Democratic,29,29039,McCaskill,32%,1979
mo,Cedar,Libertarian,29,29039,Swenson,1%,63
mo,Cedar,Constitution,29,29039,Wells,1%,39
mo,Chariton,R,29,29041,Blunt,54%,2350
mo,Chariton,Democratic,29,29041,McCaskill,45%,1941
mo,Chariton,Libertarian,29,29041,Swenson,1%,25
mo,Chariton,Constitution,29,29041,Wells,0%,10
mo,Christian,R,29,29043,Blunt,69%,21400
mo,Christian,Democratic,29,29043,McCaskill,30%,9443
mo,Christian,Libertarian,29,29043,Swenson,1%,220
mo,Christian,Constitution,29,29043,Wells,0%,122
mo,Clark,R,29,29045,Blunt,67%,2469
mo,Clark,Democratic,29,29045,McCaskill,30%,1129
mo,Clark,Libertarian,29,29045,Swenson,2%,61
mo,Clark,Constitution,29,29045,Wells,1%,27
mo,Clay,Democratic,29,29047,McCaskill,52%,49573
mo,Clay,R,29,29047,Blunt,47%,44763
mo,Clay,Libertarian,29,29047,Swenson,1%,1048
mo,Clay,Constitution,29,29047,Wells,0%,472
mo,Clinton,Democratic,29,29049,McCaskill,50%,4705
mo,Clinton,R,29,29049,Blunt,49%,4663
mo,Clinton,Libertarian,29,29049,Swenson,1%,94
mo,Clinton,Constitution,29,29049,Wells,0%,39
mo,Cole,R,29,29051,Blunt,63%,23147
mo,Cole,Democratic,29,29051,McCaskill,36%,13229
mo,Cole,Libertarian,29,29051,Swenson,1%,216
mo,Cole,Constitution,29,29051,Wells,0%,75
mo,Cooper,R,29,29053,Blunt,61%,4593
mo,Cooper,Democratic,29,29053,McCaskill,38%,2826
mo,Cooper,Libertarian,29,29053,Swenson,1%,53
mo,Cooper,Constitution,29,29053,Wells,0%,28
mo,Crawford,R,29,29055,Blunt,58%,5422
mo,Crawford,Democratic,29,29055,McCaskill,41%,3845
mo,Crawford,Libertarian,29,29055,Swenson,1%,78
mo,Crawford,Constitution,29,29055,Wells,0%,52
mo,Dade,R,29,29057,Blunt,72%,2938
mo,Dade,Democratic,29,29057,McCaskill,27%,1102
mo,Dade,Libertarian,29,29057,Swenson,1%,20
mo,Dade,Constitution,29,29057,Wells,0%,19
mo,Dallas,R,29,29059,Blunt,65%,4708
mo,Dallas,Democratic,29,29059,McCaskill,34%,2421
mo,Dallas,Libertarian,29,29059,Swenson,1%,86
mo,Dallas,Constitution,29,29059,Wells,0%,27
mo,Daviess,R,29,29061,Blunt,55%,2091
mo,Daviess,Democratic,29,29061,McCaskill,43%,1618
mo,Daviess,Libertarian,29,29061,Swenson,1%,31
mo,Daviess,Constitution,29,29061,Wells,1%,26
mo,DeKalb,R,29,29063,Blunt,58%,2710
mo,DeKalb,Democratic,29,29063,McCaskill,40%,1890
mo,DeKalb,Libertarian,29,29063,Swenson,1%,52
mo,DeKalb,Constitution,29,29063,Wells,1%,26
mo,Dent,R,29,29065,Blunt,65%,4122
mo,Dent,Democratic,29,29065,McCaskill,33%,2092
mo,Dent,Libertarian,29,29065,Swenson,1%,64
mo,Dent,Constitution,29,29065,Wells,1%,46
mo,Douglas,R,29,29067,Blunt,70%,4412
mo,Douglas,Democratic,29,29067,McCaskill,28%,1788
mo,Douglas,Libertarian,29,29067,Swenson,1%,53
mo,Douglas,Constitution,29,29067,Wells,1%,42
mo,Dunklin,R,29,29069,Blunt,53%,6015
mo,Dunklin,Democratic,29,29069,McCaskill,46%,5302
mo,Dunklin,Libertarian,29,29069,Swenson,1%,97
mo,Dunklin,Constitution,29,29069,Wells,0%,47
mo,Franklin,R,29,29071,Blunt,56%,25557
mo,Franklin,Democratic,29,29071,McCaskill,42%,19195
mo,Franklin,Libertarian,29,29071,Swenson,1%,376
mo,Franklin,Constitution,29,29071,Wells,1%,240
mo,Gasconade,R,29,29073,Blunt,65%,4696
mo,Gasconade,Democratic,29,29073,McCaskill,34%,2412
mo,Gasconade,Libertarian,29,29073,Swenson,1%,48
mo,Gasconade,Constitution,29,29073,Wells,0%,29
mo,Gentry,R,29,29075,Blunt,58%,1901
mo,Gentry,Democratic,29,29075,McCaskill,41%,1354
mo,Gentry,Libertarian,29,29075,Swenson,1%,29
mo,Gentry,Constitution,29,29075,Wells,0%,16
mo,Greene,R,29,29077,Blunt,62%,76645
mo,Greene,Democratic,29,29077,McCaskill,37%,46470
mo,Greene,Libertarian,29,29077,Swenson,1%,1236
mo,Greene,Constitution,29,29077,Wells,0%,384
mo,Grundy,R,29,29079,Blunt,59%,2836
mo,Grundy,Democratic,29,29079,McCaskill,39%,1890
mo,Grundy,Constitution,29,29079,Wells,1%,49
mo,Grundy,Libertarian,29,29079,Swenson,1%,42
mo,Harrison,R,29,29081,Blunt,63%,2556
mo,Harrison,Democratic,29,29081,McCaskill,35%,1417
mo,Harrison,Libertarian,29,29081,Swenson,1%,26
mo,Harrison,Constitution,29,29081,Wells,1%,24
mo,Henry,R,29,29083,Blunt,50%,5471
mo,Henry,Democratic,29,29083,McCaskill,48%,5235
mo,Henry,Libertarian,29,29083,Swenson,1%,74
mo,Henry,Constitution,29,29083,Wells,1%,60
mo,Hickory,R,29,29085,Blunt,57%,2750
mo,Hickory,Democratic,29,29085,McCaskill,42%,2051
mo,Hickory,Libertarian,29,29085,Swenson,1%,45
mo,Hickory,Constitution,29,29085,Wells,0%,18
mo,Holt,R,29,29087,Blunt,66%,1776
mo,Holt,Democratic,29,29087,McCaskill,33%,873
mo,Holt,Libertarian,29,29087,Swenson,1%,20
mo,Holt,Constitution,29,29087,Wells,0%,8
mo,Howard,R,29,29089,Blunt,53%,2578
mo,Howard,Democratic,29,29089,McCaskill,46%,2277
mo,Howard,Libertarian,29,29089,Swenson,1%,40
mo,Howard,Constitution,29,29089,Wells,0%,19
mo,Howell,R,29,29091,Blunt,65%,10595
mo,Howell,Democratic,29,29091,McCaskill,33%,5466
mo,Howell,Libertarian,29,29091,Swenson,1%,135
mo,Howell,Constitution,29,29091,Wells,1%,132
mo,Iron,R,29,29093,Blunt,51%,2359
mo,Iron,Democratic,29,29093,McCaskill,47%,2215
mo,Iron,Libertarian,29,29093,Swenson,1%,52
mo,Iron,Constitution,29,29093,Wells,1%,34
mo,Jackson,Democratic,29,29095,McCaskill,62%,194804
mo,Jackson,R,29,29095,Blunt,37%,115056
mo,Jackson,Libertarian,29,29095,Swenson,1%,3061
mo,Jackson,Constitution,29,29095,Wells,0%,1415
mo,Jasper,R,29,29097,Blunt,75%,33293
mo,Jasper,Democratic,29,29097,McCaskill,24%,10853
mo,Jasper,Libertarian,29,29097,Swenson,1%,334
mo,Jasper,Constitution,29,29097,Wells,0%,185
mo,Jefferson,Democratic,29,29099,McCaskill,49%,45909
mo,Jefferson,R,29,29099,Blunt,49%,45891
mo,Jefferson,Libertarian,29,29099,Swenson,1%,933
mo,Jefferson,Constitution,29,29099,Wells,1%,491
mo,Johnson,R,29,29101,Blunt,53%,10767
mo,Johnson,Democratic,29,29101,McCaskill,45%,8958
mo,Johnson,Libertarian,29,29101,Swenson,1%,254
mo,Johnson,Constitution,29,29101,Wells,1%,130
mo,Knox,R,29,29103,Blunt,67%,1328
mo,Knox,Democratic,29,29103,McCaskill,32%,623
mo,Knox,Libertarian,29,29103,Swenson,1%,14
mo,Knox,Constitution,29,29103,Wells,0%,5
mo,LaClede,R,29,29105,Blunt,67%,9993
mo,LaClede,Democratic,29,29105,McCaskill,32%,4724
mo,LaClede,Libertarian,29,29105,Swenson,1%,106
mo,LaClede,Constitution,29,29105,Wells,0%,41
mo,Lafayette,R,29,29107,Blunt,53%,8541
mo,Lafayette,Democratic,29,29107,McCaskill,46%,7351
mo,Lafayette,Libertarian,29,29107,Swenson,1%,152
mo,Lafayette,Constitution,29,29107,Wells,0%,79
mo,Lawrence,R,29,29109,Blunt,70%,11069
mo,Lawrence,Democratic,29,29109,McCaskill,29%,4500
mo,Lawrence,Libertarian,29,29109,Swenson,1%,129
mo,Lawrence,Constitution,29,29109,Wells,0%,65
